sample_id,category,ACCESS_PERSONAL_INFO___,ALTER_PHONE_STATE___,ANTI_DEBUG_____,CREATE_FOLDER_____,CREATE_PROCESS`_____,CREATE_THREAD_____,DEVICE_ACCESS_____,EXECUTE_____,FS_ACCESS____,FS_ACCESS()____,FS_ACCESS(CREATE)____,FS_ACCESS(CREATE__APPEND)__,FS_ACCESS(CREATE__READ)__,FS_ACCESS(CREATE__READ__WRITE),FS_ACCESS(CREATE__WRITE)__,FS_ACCESS(CREATE__WRITE__APPEND),FS_ACCESS(READ)____,FS_ACCESS(READ__WRITE)__,FS_ACCESS(WRITE)____,FS_PIPE_ACCESS___,FS_PIPE_ACCESS()___,FS_PIPE_ACCESS(READ)___,FS_PIPE_ACCESS(READ__)_,FS_PIPE_ACCESS(READ__WRITE)_,FS_PIPE_ACCESS(WRITE)___,NETWORK_ACCESS____,NETWORK_ACCESS()____,NETWORK_ACCESS(READ)____,NETWORK_ACCESS(READ__WRITE)__,NETWORK_ACCESS(READ__WRITE__),NETWORK_ACCESS(WRITE)____,NETWORK_ACCESS(WRITE__)__,SMS_SEND____,TERMINATE_PROCESS,TERMINATE_THREAD,__arm_nr_cacheflush,__arm_nr_set_tls,_llseek,_newselect,accept,access,add,addAccessibilityInteractionConnection,addAccountExplicitly,addClient,addPeriodicSync,addStatusChangeListener,addToDisplay,addToDisplayWithoutInputChannel,addWithoutInputChannel,attachEngine,beginRestoreSession,bind,brk,cancelAllNotifications,cancelNotificationWithTag,cancelSync,cancelToast,cancelVibrate,capset,chdir,checkOperation,checkPackage,checkPermission,checkSignatures,chmod,chown32,clock_getres,clock_gettime,clone,close,collapsePanels,connect,currentToCanonicalPackageNames,dataChanged,deleteHost,disconnect,displayCompletions,dup,dup2,endRestoreSession,engineShown,enqueueNotificationWithTag,enqueueToast,epoll_create,epoll_ctl,epoll_wait,eventfd2,execve,exit,exit_group,faccessat,fchmod,fchown32,fcntl,fcntl64,fdatasync,finishDrawing,finishInput,finishSpellCheckerService,flock,fork,fstat64,fstatfs64,fsync,ftruncate,ftruncate64,futex,geocoderIsPresent,getAccounts,getAccountsAsUser,getActiveAdmins,getActiveNetworkInfo,getActivePhoneType,getActivityInfo,getAllCellInfo,getAllNetworkInfo,getAllPkgUsageStats,getAllProviders,getAnimationScale,getAppWidgetIds,getAppWidgetInfo,getApplicationEnabledSetting,getApplicationInfo,getApplicationRestrictions,getAuthenticatorTypes,getBestProvider,getBoolean,getCallState,getCameraDisabled,getCameraInfo,getCellLocation,getClientDefaultLanguage,getComponentEnabledSetting,getConfiguredNetworks,getConnectionInfo,getCurrentInputMethodSubtype,getCurrentModeType,getCurrentSpellChecker,getCurrentSpellCheckerSubtype,getDataActivity,getDataNetworkType,getDataState,getDeviceId,getDeviceList,getDeviceOwner,getDeviceSvn,getDhcpInfo,getDisplayFrame,getDisplayIds,getDisplayInfo,getEnabledAccessibilityServiceList,getEnabledInputMethodList,getEnabledInputMethodSubtypeList,getFlashlightEnabled,getFromLocation,getGlobalSearchActivity,getGroupIdLevel1,getHeightHint,getIccSerialNumber,getInTouchMode,getInputDevice,getInputDeviceIds,getInputMethodList,getInstallLocation,getInstalledApplications,getInstalledPackages,getInstalledProviders,getInstallerPackageName,getIsSyncable,getLastChosenActivity,getLastInputMethodSubtype,getLastLocation,getLine1Number,getLong,getMasterSyncAutomatically,getMessenger,getMobileDataEnabled,getMobileIfaces,getMode,getNameForUid,getNeighboringCellInfo,getNetworkInfo,getNetworkPreference,getNightMode,getNumberOfCameras,getPackageGids,getPackageInfo,getPackageSizeInfo,getPackagesForUid,getPassword,getPermissionGroupInfo,getPermissionInfo,getPreferredActivities,getPreferredPackages,getPrimaryClip,getProviderInfo,getProviderProperties,getProviders,getProxy,getReceiverInfo,getRingerMode,getRingtonePlayer,getScanResults,getSearchableInfo,getSearchablesInGlobalSearch,getServiceInfo,getSpellCheckerService,getState,getStorageEncryptionStatus,getStreamMaxVolume,getStreamVolume,getString,getSubscriberId,getSyncAutomatically,getSystemAvailableFeatures,getSystemSharedLibraryNames,getTetheredIfaces,getUserData,getUserIcon,getUserRestrictions,getUserSerialNumber,getUsers,getVibrateSetting,getVoiceMailAlphaTag,getVoiceMailNumber,getWallpaper,getWallpaperInfo,getWidthHint,getWifiApConfiguration,getWifiApEnabledState,getWifiDisplayStatus,getWifiEnabledState,getWifiServiceMessenger,getcwd,getdents64,getegid32,geteuid32,getgid32,getgroups32,getpeername,getpgid,getpid,getppid,getpriority,getresgid32,getresuid32,getrusage,getsockname,getsockopt,gettid,gettimeofday,getuid32,hasClipboardText,hasIccCard,hasKeys,hasNamedWallpaper,hasNavigationBar,hasPrimaryClip,hasSystemFeature,hasVibrator,hideSoftInput,inKeyguardRestrictedInputMode,inotify_add_watch,inotify_init,inotify_rm_watch,ioctl,isActiveNetworkMetered,isAdminActive,isBluetoothA2dpOn,isBluetoothScoOn,isCameraSoundForced,isImsSmsSupported,isKeyguardLocked,isKeyguardSecure,isPackageAvailable,isProviderEnabled,isSafeMode,isScanAlwaysAvailable,isScreenOn,isSpeakerphoneOn,isSpellCheckerEnabled,isSyncActive,isWakeLockLevelSupported,lgetxattr,link,listen,locationCallbackFinished,lseek,lstat64,madvise,mkdir,mknod,mlock,mmap2,mount,mprotect,mremap,msync,munlock,munmap,nanosleep,notifyAppWidgetViewDataChanged,notifyChange,onChange,onClose,onFinished,onGetSentenceSuggestionsMultiple,onRectangleOnScreenRequested,onRequestContinued,onResult,open,openSession,partiallyUpdateAppWidgetIds,performDeferredDestroy,pingSupplicant,pipe,pipe2,play,playSoundEffect,playSoundEffectVolume,poll,prctl,pread64,prepareVpn,ptrace,pwrite64,queryContentProviders,queryIntentActivities,queryIntentContentProviders,queryIntentReceivers,queryIntentServices,read,readlink,reassociate,recvfrom,recvmsg,reenableKeyguard,registerCallback,registerContentObserver,registerInputDevicesChangedListener,registerMediaButtonIntent,registerRemoteControlClient,registerSuggestionSpansForNotification,relayout,releaseMulticastLock,releaseWakeLock,releaseWifiLock,remove,removeAccessibilityInteractionConnection,removeActiveAdmin,removeGpsStatusListener,removePrimaryClipChangedListener,removeStatusChangeListener,rename,requestLocationUpdates,requestScanFile,resolveContentProvider,resolveIntent,resolveService,restorePackage,rmdir,rt_sigprocmask,rt_sigtimedwait,sched_get_priority_max,sched_get_priority_min,sched_getparam,sched_getscheduler,sched_setaffinity,sched_setscheduler,sched_yield,send,sendAccessibilityEvent,sendExtraCommand,sendMultipartText,sendText,sendmsg,sendto,set,setApplicationEnabledSetting,setCallback,setComponentEnabledSetting,setDimensionHints,setDiscoveryRequest,setExtractedText,setFlashlightEnabled,setIconVisibility,setInTouchMode,setIsSyncable,setMetadata,setMobileDataEnabled,setMode,setNetworkPreference,setNightMode,setPlaybackState,setPlaybackStateForRcc,setPrimaryClip,setRadio,setRingerMode,setSpeakerphoneOn,setStreamMute,setStreamVolume,setSyncAutomatically,setTextAfterCursor,setTextBeforeCursor,setTransparentRegion,setTransportControlInfo,setWallpaper,setWallpaperPosition,setWifiApConfiguration,setWifiApEnabled,setWifiEnabled,setgid32,setgroups32,setitimer,setpgid,setpriority,setresgid32,setresuid32,setrlimit,setsid,setsockopt,setuid32,showSoftInput,showStrictModeViolation,shutdown,sigaction,sigaltstack,sigprocmask,sigsuspend,socket,socketpair,startBluetoothSco,startInput,startScan,startWatchingRoutes,startWifiDisplayScan,stat64,statfs64,statusBarVisibilityChanged,stop,stopListening,stopUsingNetworkFeature,symlink,sync,sysinfo,timer_create,timer_settime,toggleSoftInput,truncate,ugetrlimit,umask,uname,unlink,unregisterContentObserver,unregisterMediaButtonIntent,unregisterRemoteControlClient,updateAppWidgetIds,updateAppWidgetProvider,updateSelection,updateServiceLocation,utimes,vfork,vibrate,vibratePattern,wait4,watchRotation,windowGainedFocus,write,writev,is_augmented,source,Class
adware_apk_scams_001914,adware_apk_scams,0,0,0,0,0,11,2,1,3,0,1,0,0,0,2,0,9,0,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10,7,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66,7,15,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,1,0,0,0,0,0,5,0,0,0,0,2,0,8,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,21,0,0,0,0,4,19,3,19,0,0,0,0,1,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,55,0,0,0,55,0,46,0,0,0,30,3,0,0,0,0,0,0,0,0,0,20,0,0,0,0,2,0,0,0,0,0,89,22,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,1,1,0,0,0,0,0,0,1,11,67,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33,10,True,bootstrap_jitter_of_real_row,1
adware_apk_scams_001915,adware_apk_scams,6,0,0,4,0,33,8,0,23,1,5,0,0,7,3,0,52,0,6,3,0,0,0,8,0,8,4,0,6,0,0,0,0,0,6,882,34,6,0,0,44,0,0,0,1,0,0,2,1,0,0,0,1,207,0,0,0,0,0,1,0,0,0,0,0,2,0,0,11133,38,133,0,5,0,0,0,0,0,18,0,0,0,0,0,8,20,2267,0,0,9,0,0,0,0,0,206,21,10,0,0,2,0,143,0,0,1,0,2177,0,0,0,0,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,10,14,11,15,0,0,0,946,0,85,0,0,0,0,6,261,922,783,0,0,0,0,1,0,3,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,101,17,295,5,0,0,211,0,302,0,0,0,138,11,0,0,0,0,0,0,0,0,0,113,1,0,4,0,11,0,0,0,0,1,102,58,0,0,5,0,0,0,0,0,796,1,0,1711,5,0,1,1,0,0,0,0,8,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,55,1,1,1,0,5,0,0,0,0,1,52,197,0,9,13,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1056,153,True,bootstrap_jitter_of_real_row,1
adware_apk_scams_001916,adware_apk_scams,0,0,0,0,0,9,2,0,3,0,1,0,0,0,2,1,8,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18,9,17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,7,0,1,0,0,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,17,0,0,0,0,4,16,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,26,0,0,0,30,0,31,0,0,0,2,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,2,0,0,0,0,0,86,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,1,1,0,0,0,0,0,0,1,10,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,True,bootstrap_jitter_of_real_row,1
adware_apk_scams_001917,adware_apk_scams,2,0,0,3,2,19,3,2,23,1,7,0,0,0,9,1,24,0,7,6,0,4,0,1,0,0,0,0,4,0,7,0,0,2,7,0,17,6,0,0,37,0,0,0,1,0,0,2,0,0,0,0,6,80,0,0,0,0,0,1,2,0,0,0,0,10,0,0,384,21,164,0,8,0,0,0,0,0,7,5,0,0,0,1,1,5,44,0,2,7,2,0,0,0,0,28,0,2,0,0,2,2,42,0,9,0,0,205,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,67,0,45,0,0,0,13,10,36,25,76,0,0,0,0,1,0,0,0,0,0,0,0,0,244,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,14,207,6,0,0,203,0,302,0,0,0,113,11,0,0,0,0,0,0,0,0,0,95,1,0,0,0,9,0,0,0,0,4,111,54,0,0,0,0,0,0,0,0,75,0,0,26,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,1,1,1,0,12,0,0,0,8,13,26,252,0,10,0,0,0,0,0,0,50,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4,0,1,106,20,True,bootstrap_jitter_of_real_row,1
adware_apk_scams_001918,adware_apk_scams,1,0,0,6,0,32,9,0,40,0,8,0,0,2,2,1,386,0,7,4,0,0,0,7,0,10,0,1,5,0,4,0,0,1,4,1168,36,7,0,0,28,0,0,0,1,0,0,2,0,0,0,0,4,168,0,0,0,0,0,1,0,0,0,0,0,6,0,0,6373,35,510,0,8,0,0,0,0,0,15,0,0,0,0,0,6,21,858,0,0,3,0,0,1,9,0,164,25,4,0,0,2,0,398,0,1,0,0,1665,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,10,12,0,0,0,385,0,45,0,0,0,5,6,189,342,353,0,0,0,0,1,0,3,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,28,15,267,6,0,0,229,0,310,0,0,0,68,8,0,0,0,0,0,0,0,0,0,651,1,0,0,0,8,0,0,0,0,3,137,37,0,0,37,0,0,1,0,0,1142,1,0,111,5,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,1,1,1,0,10,0,0,0,0,1,36,89,0,8,15,0,0,0,0,0,48,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,579,41,True,bootstrap_jitter_of_real_row,1
adware_apk_scams_001919,adware_apk_scams,138,0,0,32,0,93,46,0,303,17,54,0,0,0,58,1,83,0,6,4,0,0,0,6,0,1,13,0,8,0,8,0,0,0,65,0,90,450,0,0,963,0,0,0,1,0,0,3,0,0,0,0,8,171,0,1,0,0,0,1,0,0,0,10,0,46,0,0,5370,89,502,0,22,0,0,0,0,0,19,0,0,0,0,1,8,14,479,0,0,50,0,0,1,188,0,1303,124,9,0,0,2,0,1515,0,28,0,0,1417,0,0,0,0,36,36,0,0,11,0,0,1,0,0,0,13,0,0,0,0,0,0,0,36,0,0,0,1,0,0,0,0,0,11,0,13,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,2,4,0,0,0,0,2,2,0,0,0,0,0,24,0,0,0,0,0,0,0,0,9,2,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,32,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,145,0,0,0,0,0,0,659,0,151,0,0,0,19,44,144,1111,566,0,0,0,0,1,0,0,0,0,0,0,0,0,2803,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,1,0,12,74,407,40,0,0,756,0,531,0,0,0,452,99,0,0,0,0,0,0,0,0,0,664,1,0,0,0,7,0,0,1,0,8,187,668,0,0,233,0,47,0,0,0,598,0,0,1058,0,0,1,0,0,0,0,0,9,0,0,0,1,0,0,1,0,0,29,14,0,0,0,0,0,2,0,1,0,0,0,0,0,0,13,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,71,1,1,1,0,40,0,0,0,0,1,172,644,1,38,0,0,0,0,0,0,1329,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,4,862,360,True,bootstrap_jitter_of_real_row,1
adware_apk_scams_001920,adware_apk_scams,2,0,0,4,0,16,2,0,15,0,3,0,0,0,8,1,16,0,7,1,0,0,0,1,0,0,0,0,4,0,8,0,0,0,9,0,20,6,0,0,35,0,0,0,1,0,0,1,0,0,0,0,5,87,0,0,0,0,0,1,0,0,0,1,0,7,0,0,745,19,56,0,15,0,0,0,0,0,7,0,0,0,0,0,1,3,104,0,0,6,0,0,0,0,0,24,0,2,0,1,2,0,37,0,4,0,0,377,0,0,0,1,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,91,0,42,0,0,0,15,13,42,32,120,0,0,0,0,1,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,11,118,4,0,0,173,0,204,0,0,0,79,6,0,0,0,0,0,0,0,0,0,64,1,0,0,1,2,0,0,0,0,4,123,48,0,0,0,0,0,0,0,0,64,0,1,69,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,1,1,1,0,17,0,0,0,8,1,27,231,1,14,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,14,True,bootstrap_jitter_of_real_row,1
adware_apk_scams_001921,adware_apk_scams,0,0,0,0,0,9,2,0,3,0,1,0,0,0,2,0,9,0,7,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,5,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,9,22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,6,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,7,0,16,0,0,0,1,3,26,3,23,0,0,0,0,1,0,0,0,0,0,0,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,36,0,0,0,57,0,67,0,0,0,18,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,2,0,0,0,0,0,90,13,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,1,1,0,1,0,0,0,0,1,9,37,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,True,bootstrap_jitter_of_real_row,1
adware_apk_scams_001922,adware_apk_scams,6,0,0,4,2,22,12,2,87,2,26,0,0,0,8,0,39,0,7,5,0,4,0,2,0,0,0,0,5,0,2,0,0,2,11,0,27,7,0,0,68,0,0,0,1,0,0,2,0,0,0,0,1,95,0,0,0,0,0,1,2,0,0,1,0,10,0,0,493,20,204,1,8,0,0,0,0,0,13,7,0,0,0,0,2,4,64,0,2,11,2,0,2,29,0,348,63,1,0,0,2,2,183,0,6,0,0,283,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,0,0,0,0,0,75,0,74,0,0,0,2,3,71,178,81,0,0,0,0,1,0,1,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,9,254,6,0,0,296,0,255,0,0,0,120,10,0,0,0,0,0,0,0,0,0,169,1,0,0,0,13,0,0,0,0,1,92,102,0,0,126,0,0,0,0,0,71,0,0,23,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,1,1,1,0,7,0,0,0,0,20,28,150,0,8,0,0,0,0,0,0,109,4,0,0,0,0,0,0,0,0,0,0,1,2,0,1,7,0,0,0,0,0,0,0,0,0,0,0,4,0,1,157,81,True,bootstrap_jitter_of_real_row,1
adware_apk_scams_001923,adware_apk_scams,0,0,0,0,0,8,2,0,3,0,1,0,0,0,2,0,6,0,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,6,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,68,7,15,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,7,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,21,0,0,0,0,3,27,3,18,0,0,1,0,1,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,49,0,0,0,48,0,34,0,0,0,20,2,0,0,0,0,0,0,0,0,0,17,0,0,0,0,2,0,0,0,0,0,96,8,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,1,0,0,0,0,0,0,1,7,17,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,9,True,bootstrap_jitter_of_real_row,1
